MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
ENSG00000259993.1	14	7	7	21	18	0
ENSG00000259994.1	31	32	45	102	126	75
ENSG00000259995.1	0	0	0	0	0	0
ENSG00000259996.1	0	0	0	0	0	0
ENSG00000259997.2	0	0	0	0	0	0
ENSG00000259998.1	0	0	0	0	0	0
ENSG00000259999.1	0	0	0	0	0	2
ENSG00000260000.2	70	86	84	32	35	73
ENSG00000260001.6	6	1	2	7	1	3
ENSG00000260003.1	0	0	0	0	0	0
ENSG00000260004.1	0	0	0	0	0	0
ENSG00000260005.6	0	0	0	0	0	0
ENSG00000260007.2	21	21	28	30	41	33
ENSG00000260008.1	0	0	3	1	2	0
ENSG00000260009.1	0	1	1	0	0	0
ENSG00000260010.1	0	0	0	0	0	0
ENSG00000260011.2	2	2	4	2	4	0
ENSG00000260012.1	0	0	0	0	0	0
ENSG00000260014.1	0	0	1	0	0	0
ENSG00000260015.1	0	0	0	0	0	0
ENSG00000260017.1	1	1	5	1	5	1
ENSG00000260018.1	2	0	0	5	0	2
ENSG00000260019.1	0	0	0	0	0	0
ENSG00000260021.1	0	0	0	1	0	0
ENSG00000260022.1	0	0	0	0	0	0
ENSG00000260024.1	0	0	0	0	0	0
ENSG00000260025.1	57	40	62	100	39	17
ENSG00000260026.1	0	0	0	0	0	1
ENSG00000260027.4	368	286	331	494	432	0
ENSG00000260029.2	0	0	0	0	0	0
ENSG00000260030.1	0	0	0	0	1	0
ENSG00000260031.1	0	0	1	0	0	0
ENSG00000260032.1	11221	9344	8175	13491	16981	8890
ENSG00000260033.1	0	0	0	0	0	0
ENSG00000260034.1	0	0	0	0	0	0
ENSG00000260035.1	1	2	1	2	1	2
ENSG00000260036.1	0	2	1	0	0	1
ENSG00000260037.5	2	1	3	0	0	0
ENSG00000260038.1	16	21	16	16	28	18
ENSG00000260041.5	0	0	0	0	0	0
ENSG00000260042.1	0	0	0	0	0	0
ENSG00000260046.1	5	1	4	1	1	1
ENSG00000260047.2	0	0	0	0	1	0
ENSG00000260048.2	0	0	0	0	0	0
ENSG00000260051.1	0	0	0	0	0	0
ENSG00000260052.1	6	2	4	3	1	2
ENSG00000260053.2	3	3	0	2	3	11
ENSG00000260057.5	0	0	0	119	48	1
ENSG00000260058.1	0	0	0	0	0	0
ENSG00000260059.1	0	0	0	0	0	0
ENSG00000260060.1	4	1	8	7	4	5
ENSG00000260062.3	0	0	0	0	0	0
ENSG00000260063.1	4	25	44	22	12	18
ENSG00000260064.1	0	0	1	0	0	0
ENSG00000260066.1	0	0	0	0	0	0
ENSG00000260067.1	0	0	0	0	0	0
ENSG00000260068.1	0	0	0	0	0	0
ENSG00000260070.1	0	1	0	1	3	0
ENSG00000260071.1	0	0	0	0	0	0
ENSG00000260072.1	0	0	0	1	0	0
ENSG00000260073.2	0	0	0	0	0	0
ENSG00000260075.1	0	1	1	4	3	1
ENSG00000260077.1	95	94	149	46	101	9
ENSG00000260078.3	0	0	1	1	0	1
ENSG00000260081.1	10	7	7	14	2	5
ENSG00000260082.1	0	0	0	1	0	0
ENSG00000260083.1	72	54	128	97	98	54
ENSG00000260084.1	0	0	0	0	0	0
ENSG00000260086.2	26	23	40	15	14	3
ENSG00000260087.1	0	0	0	0	0	0
ENSG00000260088.1	1	2	9	6	26	9
ENSG00000260089.2	0	0	0	1	1	0
ENSG00000260090.1	0	0	0	0	0	0
ENSG00000260091.1	0	0	3	0	0	0
ENSG00000260092.1	0	0	0	0	0	0
ENSG00000260093.1	7	3	19	4	10	4
ENSG00000260094.1	0	0	0	0	0	0
ENSG00000260095.1	4	3	8	10	5	1
ENSG00000260096.1	0	0	0	0	0	0
ENSG00000260097.2	0	0	1	0	0	0
ENSG00000260100.1	2	2	3	0	3	2
ENSG00000260101.1	1	2	4	19	19	15
ENSG00000260102.1	0	0	0	0	0	0
ENSG00000260103.2	1	4	4	1	0	2
ENSG00000260104.1	0	0	0	0	0	0
ENSG00000260105.6	0	0	0	0	1	0
ENSG00000260107.1	0	0	0	0	0	0
ENSG00000260108.1	0	0	0	0	0	0
ENSG00000260109.1	0	0	0	0	0	0
ENSG00000260111.1	8	2	2	11	3	10
ENSG00000260112.1	0	0	0	0	0	0
ENSG00000260113.3	0	0	0	0	0	0
ENSG00000260114.2	424	428	529	109	111	87
ENSG00000260115.1	2	2	4	0	0	0
ENSG00000260118.1	2	12	14	5	3	4
ENSG00000260120.1	0	0	0	0	0	0
ENSG00000260121.1	1	1	1	0	1	1
ENSG00000260122.1	6	2	0	0	7	0
ENSG00000260123.1	61	42	88	0	3	5
ENSG00000260125.1	0	0	0	0	0	0
ENSG00000260126.1	0	0	0	0	0	0
ENSG00000260128.6	11	7	15	7	13	5
ENSG00000260131.1	0	0	0	0	0	0
ENSG00000260132.1	0	0	0	2	1	0
ENSG00000260133.1	0	0	0	0	0	0
ENSG00000260134.1	0	0	0	0	0	0
ENSG00000260135.6	0	0	0	0	0	0
ENSG00000260136.5	8	4	9	25	3	5
ENSG00000260137.1	0	0	0	0	0	0
ENSG00000260139.6	0	0	0	4	3	3
ENSG00000260141.1	0	0	0	0	0	0
ENSG00000260142.1	0	0	0	0	0	0
ENSG00000260144.1	4	0	2	2	7	4
ENSG00000260145.1	0	0	0	0	0	0
ENSG00000260146.1	0	0	0	0	0	0
ENSG00000260147.1	0	0	0	0	0	0
ENSG00000260148.1	0	0	3	0	0	0
ENSG00000260151.1	0	0	0	0	0	0
ENSG00000260152.2	0	0	0	0	0	0
ENSG00000260153.1	0	0	0	0	0	0
ENSG00000260156.1	1	0	0	0	0	0
ENSG00000260157.3	0	0	0	0	0	0
ENSG00000260158.1	0	0	0	0	0	0
ENSG00000260159.1	0	0	0	0	0	0
ENSG00000260160.1	1	3	4	28	20	8
ENSG00000260161.1	0	0	0	0	0	0
ENSG00000260162.2	0	0	0	0	0	0
ENSG00000260163.1	0	0	0	0	0	1
ENSG00000260165.1	0	0	0	0	0	0
ENSG00000260166.1	0	0	0	0	0	0
ENSG00000260167.1	33	21	45	1	2	5
ENSG00000260170.1	0	0	0	0	0	0
ENSG00000260171.1	0	0	0	0	0	0
ENSG00000260172.1	0	0	0	0	0	0
ENSG00000260173.1	0	0	0	0	0	0
ENSG00000260174.1	18	10	20	0	0	5
ENSG00000260176.1	0	0	0	0	0	0
ENSG00000260177.1	0	0	0	0	0	0
ENSG00000260179.1	3	1	6	1	2	1
ENSG00000260182.1	1	0	0	0	0	0
ENSG00000260183.1	0	0	0	0	0	0
ENSG00000260184.1	0	0	0	0	0	0
ENSG00000260185.1	0	0	0	0	0	0
ENSG00000260186.5	0	0	0	0	0	0
ENSG00000260187.1	0	1	0	0	0	0
ENSG00000260188.1	0	0	0	0	0	0
ENSG00000260190.1	2	3	4	5	2	0
ENSG00000260192.1	0	0	0	0	0	3
ENSG00000260193.1	5	2	4	9	5	3
ENSG00000260194.1	0	0	0	0	0	0
ENSG00000260196.1	207	261	260	144	74	4
ENSG00000260197.1	0	0	0	0	0	0
ENSG00000260198.1	1	0	1	0	0	0
ENSG00000260201.2	0	0	0	0	0	0
ENSG00000260202.2	0	0	0	0	0	0
ENSG00000260205.1	0	0	0	0	0	0
ENSG00000260206.1	0	0	0	0	0	1
ENSG00000260207.1	0	0	0	0	0	0
ENSG00000260209.1	1	2	2	1	2	1
ENSG00000260211.2	5	4	2	5	5	1
ENSG00000260212.1	0	0	0	0	0	0
ENSG00000260213.5	0	0	0	0	0	0
ENSG00000260217.1	0	0	0	0	0	0
ENSG00000260218.1	0	0	0	0	0	0
ENSG00000260219.2	11	6	18	20	13	20
ENSG00000260220.6	2	0	0	0	0	0
ENSG00000260223.1	0	0	0	0	0	0
ENSG00000260224.1	0	0	2	1	0	0
ENSG00000260228.5	0	0	0	0	0	0
ENSG00000260229.1	0	0	0	2	0	0
ENSG00000260230.2	0	0	0	0	8	3
ENSG00000260231.1	161	160	167	138	288	44
ENSG00000260232.1	0	0	0	0	0	0
ENSG00000260233.3	141	80	120	35	59	53
ENSG00000260234.5	0	0	0	0	0	0
ENSG00000260235.1	1	0	0	0	0	0
ENSG00000260236.1	48	33	51	43	46	37
ENSG00000260237.1	0	0	0	0	0	0
ENSG00000260238.6	0	0	0	0	0	0
ENSG00000260239.1	0	0	0	0	0	0
ENSG00000260240.4	22	15	14	22	7	19
ENSG00000260242.1	0	0	0	0	0	0
ENSG00000260244.1	0	0	0	4	19	0
ENSG00000260246.1	0	0	0	0	0	0
ENSG00000260247.1	0	0	0	0	0	0
ENSG00000260249.2	6	1	3	3	2	49
ENSG00000260251.1	0	0	0	0	0	0
ENSG00000260252.1	0	0	0	0	0	0
ENSG00000260253.1	0	0	0	2	3	0
ENSG00000260254.1	0	0	0	0	0	0
ENSG00000260255.1	0	0	0	0	0	0
ENSG00000260256.1	0	0	0	0	0	0
ENSG00000260257.2	30	25	20	122	62	72
ENSG00000260258.2	0	0	0	0	0	0
ENSG00000260259.1	2	3	3	4	3	1
ENSG00000260260.1	233	74	189	128	83	63
ENSG00000260261.1	302	293	369	124	174	195
ENSG00000260262.1	0	0	0	0	0	0
ENSG00000260264.1	0	0	0	0	0	0
ENSG00000260265.1	0	0	0	0	0	0
ENSG00000260266.1	0	0	3	2	0	1
ENSG00000260267.1	175	89	208	160	223	124
ENSG00000260268.5	0	0	0	0	0	0
ENSG00000260269.5	16	6	3	6	9	8
ENSG00000260271.1	0	0	0	0	1	0
ENSG00000260272.1	0	0	0	0	0	0
ENSG00000260273.1	2	3	7	1	0	8
ENSG00000260274.1	5	10	15	27	9	18
ENSG00000260275.1	0	0	0	0	0	0
ENSG00000260276.2	61	44	45	11	8	9
ENSG00000260277.1	0	0	0	0	0	0
ENSG00000260278.1	0	1	2	3	1	1
ENSG00000260279.2	3	5	4	7	3	4
ENSG00000260280.5	0	0	1	1	0	4
ENSG00000260281.5	0	0	2	4	5	0
ENSG00000260282.1	0	0	0	0	0	0
ENSG00000260284.1	1	0	0	0	0	0
ENSG00000260285.1	84	53	90	139	115	49
ENSG00000260286.3	0	0	0	0	0	1
ENSG00000260287.4	0	0	0	0	0	11
ENSG00000260288.3	8	8	7	0	6	3
ENSG00000260289.1	0	0	0	0	0	0
ENSG00000260290.2	564	721	558	721	557	895
ENSG00000260291.1	0	0	0	0	0	0
ENSG00000260293.2	13	12	14	224	193	41
ENSG00000260296.1	2	3	2	42	32	30
ENSG00000260298.2	0	0	0	0	0	2
ENSG00000260300.5	1	0	3	5	6	5
ENSG00000260302.1	0	0	1	0	0	0
ENSG00000260303.1	0	0	0	0	0	0
ENSG00000260304.1	0	1	1	1	0	0
ENSG00000260305.1	0	0	0	0	0	0
ENSG00000260306.1	0	0	0	25	22	15
ENSG00000260307.2	0	0	0	0	0	0
ENSG00000260308.1	0	0	0	0	0	0
ENSG00000260310.1	0	0	0	0	0	0
ENSG00000260311.1	0	0	0	0	0	0
ENSG00000260312.1	0	0	0	0	0	0
ENSG00000260314.2	0	3	3	0	1	0
ENSG00000260316.2	1	0	1	0	2	2
ENSG00000260317.1	1	8	5	44	47	14
ENSG00000260318.1	6	10	5	13	5	4
ENSG00000260322.1	0	0	0	0	0	3
ENSG00000260325.1	1	0	0	0	1	2
ENSG00000260326.1	5	4	5	8	3	2
ENSG00000260327.2	0	0	0	0	0	0
ENSG00000260328.1	0	0	0	0	0	0
ENSG00000260329.1	128	120	142	73	89	40
ENSG00000260331.1	2	3	10	18	19	6
ENSG00000260332.1	0	0	0	0	0	1
ENSG00000260335.1	0	0	0	0	0	0
ENSG00000260337.3	0	0	0	0	0	1
ENSG00000260338.1	0	0	0	0	0	0
ENSG00000260339.1	1	0	8	21	37	8
ENSG00000260340.1	0	0	0	0	0	0
ENSG00000260341.1	0	1	1	0	0	0
ENSG00000260342.2	0	0	0	0	0	0
ENSG00000260343.1	0	0	0	0	0	0
ENSG00000260344.2	0	0	0	0	0	0
ENSG00000260345.1	0	0	0	0	0	0
ENSG00000260347.1	0	0	0	0	0	0
ENSG00000260348.1	0	0	0	0	0	0
ENSG00000260349.1	0	0	0	0	0	0
ENSG00000260350.1	4	1	1	6	5	2
ENSG00000260351.1	0	0	1	0	0	0
ENSG00000260352.1	0	2	3	7	0	5
ENSG00000260357.1	0	0	0	0	0	0
ENSG00000260360.1	20	25	38	6	1	4
ENSG00000260361.1	1	1	3	5	3	13
ENSG00000260362.1	0	0	0	0	0	0
ENSG00000260364.1	0	0	0	0	0	0
ENSG00000260366.1	4	1	1	5	1	2
ENSG00000260367.2	3	4	5	10	0	2
ENSG00000260368.1	0	2	4	8	5	7
ENSG00000260369.2	1	0	0	2	1	0
ENSG00000260370.1	0	0	0	0	0	0
ENSG00000260371.1	0	0	0	0	0	0
ENSG00000260372.6	0	0	0	0	0	0
ENSG00000260375.1	0	0	0	0	0	0
ENSG00000260377.1	0	0	0	0	0	0
ENSG00000260378.1	0	0	0	0	0	0
ENSG00000260379.1	0	2	1	2	2	0
ENSG00000260381.2	0	0	0	0	0	0
ENSG00000260382.1	1	0	0	1	0	0
ENSG00000260385.1	0	0	0	3	1	4
ENSG00000260386.6	0	0	0	0	0	0
ENSG00000260387.1	0	0	0	0	0	0
ENSG00000260388.2	1	0	0	8	5	6
ENSG00000260389.1	1	3	1	0	1	2
ENSG00000260390.1	0	0	0	0	0	0
ENSG00000260391.2	0	0	0	0	0	0
ENSG00000260392.5	0	0	0	0	0	0
ENSG00000260393.1	0	0	0	0	0	0
ENSG00000260394.2	0	1	0	1	0	0
ENSG00000260395.1	0	0	0	0	0	0
ENSG00000260398.1	3	5	1	18	20	13
ENSG00000260399.1	0	0	0	0	0	0
ENSG00000260400.1	0	0	1	210	311	166
ENSG00000260401.1	21	25	21	1	0	3
ENSG00000260402.1	0	0	0	0	0	0
ENSG00000260403.1	0	0	0	0	0	0
ENSG00000260404.3	212	188	246	158	155	276
ENSG00000260405.1	1	0	0	0	0	0
ENSG00000260406.1	0	0	0	0	0	0
ENSG00000260409.1	3	5	6	0	0	10
ENSG00000260410.2	0	0	0	1	0	1
ENSG00000260411.4	0	0	0	0	0	0
ENSG00000260412.1	0	0	0	0	0	1
ENSG00000260413.1	0	0	0	0	0	0
ENSG00000260414.1	0	0	0	0	0	0
ENSG00000260416.1	0	0	0	0	0	0
ENSG00000260417.1	1	0	0	1	1	0
ENSG00000260418.1	0	0	0	0	0	0
ENSG00000260419.1	0	0	0	0	0	0
ENSG00000260420.2	0	0	0	0	0	0
ENSG00000260422.1	0	0	0	0	0	3
ENSG00000260423.1	0	2	0	0	0	53
ENSG00000260425.1	0	0	0	0	0	0
ENSG00000260426.1	0	0	0	189	166	0
ENSG00000260427.1	0	0	0	0	0	0
ENSG00000260428.2	2	3	3	0	1	0
ENSG00000260430.1	5	7	17	11	6	6
ENSG00000260431.2	0	0	0	0	0	0
ENSG00000260433.1	0	0	0	0	0	0
ENSG00000260436.1	0	0	0	0	0	0
ENSG00000260438.1	0	0	0	0	0	0
ENSG00000260439.1	0	0	0	0	0	0
ENSG00000260440.2	0	0	0	0	0	0
ENSG00000260441.5	2	1	1	0	0	0
ENSG00000260442.5	25	12	24	64	34	49
ENSG00000260443.1	0	0	0	0	0	0
ENSG00000260444.1	0	0	0	0	0	0
ENSG00000260445.1	0	0	0	0	0	0
ENSG00000260447.1	1	0	0	0	0	0
ENSG00000260448.5	56	57	70	35	46	28
ENSG00000260450.1	0	0	0	0	0	0
ENSG00000260451.1	0	0	0	0	1	0
ENSG00000260452.1	0	0	0	1	0	5
ENSG00000260454.1	0	0	0	0	0	0
ENSG00000260455.1	0	0	0	8	11	89
ENSG00000260456.6	9	7	9	8	0	1
ENSG00000260457.2	0	0	0	0	0	0
ENSG00000260458.3	0	0	0	0	0	0
ENSG00000260459.2	0	0	0	0	0	0
ENSG00000260460.1	0	0	0	0	0	0
ENSG00000260461.1	12	5	7	53	46	20
ENSG00000260464.1	54	48	81	8	14	5
ENSG00000260465.1	1	0	0	2	0	0
ENSG00000260466.1	0	0	0	0	0	0
ENSG00000260467.1	0	0	0	0	0	0
ENSG00000260468.1	3	2	0	0	3	0
ENSG00000260469.2	1	1	3	33	17	0
ENSG00000260470.1	2	0	3	2	2	0
ENSG00000260471.1	0	0	0	0	0	0
ENSG00000260472.1	0	0	0	0	0	0
ENSG00000260473.2	0	2	2	1	3	4
ENSG00000260475.1	3	1	0	3	0	3
ENSG00000260476.1	0	0	0	0	0	0
ENSG00000260477.7	0	0	0	0	0	0
ENSG00000260478.1	0	0	0	0	0	0
ENSG00000260479.1	0	0	0	0	0	0
ENSG00000260480.1	0	0	0	0	0	0
ENSG00000260482.3	0	0	0	0	0	0
ENSG00000260483.2	0	0	0	0	0	0
ENSG00000260484.1	0	0	0	0	0	0
ENSG00000260487.1	0	0	0	1	0	0
ENSG00000260488.1	0	0	0	0	1	0
ENSG00000260490.2	256	371	257	167	140	51
ENSG00000260492.2	0	0	0	5	3	0
ENSG00000260493.1	7	16	15	15	15	10
ENSG00000260494.1	1	2	0	1	0	0
ENSG00000260495.1	5	13	8	13	21	26
ENSG00000260496.3	0	0	0	9	5	0
ENSG00000260497.1	0	0	0	0	0	0
ENSG00000260498.5	18	5	24	2	0	1
ENSG00000260500.1	0	0	2	1	1	2
ENSG00000260504.1	0	0	0	0	0	0
ENSG00000260505.1	0	0	0	0	0	0
ENSG00000260507.1	0	0	0	0	0	0
ENSG00000260509.2	3	0	5	1	4	0
ENSG00000260510.1	1	0	1	0	0	2
ENSG00000260511.1	0	0	0	0	0	0
ENSG00000260514.1	0	2	1	0	0	0
ENSG00000260515.1	0	0	0	0	0	0
ENSG00000260516.2	0	0	0	0	0	0
ENSG00000260517.2	0	0	0	0	1	0
ENSG00000260518.1	0	2	1	1	0	2
ENSG00000260519.1	0	1	0	0	0	0
ENSG00000260520.1	0	0	0	0	0	0
ENSG00000260521.2	100	33	23	14	17	11
ENSG00000260522.1	0	0	0	0	0	0
ENSG00000260524.1	0	0	0	0	0	0
ENSG00000260525.1	0	0	0	0	0	0
ENSG00000260526.1	98	106	164	51	66	54
ENSG00000260528.4	36	25	41	30	40	26
ENSG00000260530.1	0	0	0	0	0	0
ENSG00000260532.1	0	0	2	0	0	0
ENSG00000260534.1	0	0	0	0	0	0
ENSG00000260536.1	0	0	0	0	0	0
ENSG00000260537.2	0	0	0	0	0	0
ENSG00000260540.2	0	0	0	0	0	0
ENSG00000260541.1	0	0	0	0	0	0
ENSG00000260542.1	0	0	0	0	0	0
ENSG00000260545.1	0	0	0	0	0	0
ENSG00000260548.1	0	0	0	0	0	0
ENSG00000260549.1	0	0	0	0	0	0
ENSG00000260550.2	0	0	1	0	0	0
ENSG00000260551.1	0	0	0	0	0	0
ENSG00000260552.1	68	37	115	5	8	4
ENSG00000260555.1	0	0	0	0	0	0
ENSG00000260558.1	0	0	0	0	0	0
ENSG00000260563.3	332	210	340	126	214	76
ENSG00000260564.1	0	0	0	0	0	0
ENSG00000260565.6	180	282	386	623	873	693
ENSG00000260566.2	0	0	0	0	0	0
ENSG00000260568.1	0	0	0	0	0	0
ENSG00000260569.2	0	0	0	0	0	0
ENSG00000260570.1	0	0	0	0	0	0
ENSG00000260571.1	2	0	3	0	1	1
ENSG00000260572.1	18	13	32	18	26	15
ENSG00000260573.2	0	0	0	0	0	0
ENSG00000260574.1	0	0	0	0	0	0
ENSG00000260575.1	0	0	0	0	0	0
ENSG00000260576.1	4	2	0	0	0	1
ENSG00000260577.2	0	0	0	6	7	7
ENSG00000260578.1	10	19	14	161	447	76
ENSG00000260579.1	0	0	0	0	0	0
ENSG00000260580.1	0	0	0	0	0	0
ENSG00000260581.1	0	0	0	0	0	0
ENSG00000260582.1	0	0	0	0	0	0
ENSG00000260583.1	0	2	1	15	13	0
ENSG00000260584.1	0	0	0	0	0	0
ENSG00000260585.1	7	6	8	1	1	5
ENSG00000260586.1	0	0	0	0	0	0
ENSG00000260588.1	17	12	89	0	4	0
ENSG00000260589.1	53	67	121	30	69	115
ENSG00000260590.1	0	0	0	0	0	0
ENSG00000260592.1	0	0	0	0	0	0
ENSG00000260593.1	1	0	0	1	1	0
ENSG00000260594.1	0	0	0	0	0	0
ENSG00000260595.1	0	0	0	0	0	0
ENSG00000260596.5	0	0	0	0	0	0
ENSG00000260597.1	23	32	23	30	24	0
ENSG00000260598.1	0	0	0	0	0	0
ENSG00000260599.1	0	0	0	0	0	0
ENSG00000260600.1	0	1	2	0	0	1
ENSG00000260601.1	0	0	0	0	0	0
ENSG00000260602.2	2	0	0	4	1	1
ENSG00000260603.1	0	0	0	0	0	0
ENSG00000260604.2	0	1	3	70	218	773
ENSG00000260605.1	0	0	0	0	0	0
ENSG00000260608.1	9	13	36	5	9	1
ENSG00000260610.1	0	0	0	0	0	0
ENSG00000260611.1	0	0	0	0	0	0
ENSG00000260612.1	0	0	2	0	1	0
ENSG00000260613.1	3	2	4	0	3	0
ENSG00000260614.1	0	0	1	0	0	0
ENSG00000260615.1	5	2	6	13	13	8
ENSG00000260616.6	0	0	0	0	0	0
ENSG00000260617.1	0	0	0	0	0	0
ENSG00000260618.1	0	0	0	0	0	0
ENSG00000260619.1	0	1	3	6	12	2
ENSG00000260620.1	0	0	0	0	0	0
ENSG00000260621.1	0	0	0	0	0	0
ENSG00000260622.1	0	0	0	0	0	0
ENSG00000260624.1	0	0	0	0	0	0
ENSG00000260625.2	14	11	21	10	11	4
ENSG00000260626.1	3	1	2	1	2	1
ENSG00000260628.5	2	1	0	16	5	1
ENSG00000260629.1	0	0	0	0	0	0
ENSG00000260630.6	112	114	202	97	56	116
ENSG00000260631.1	0	0	0	0	0	0
ENSG00000260633.1	106	60	56	2	4	28
ENSG00000260634.1	2	0	4	0	1	2
ENSG00000260635.1	0	0	0	0	0	0
ENSG00000260639.1	0	0	0	0	0	0
ENSG00000260640.1	0	0	0	0	0	0
ENSG00000260641.1	28	46	80	116	176	8
ENSG00000260642.1	0	0	0	0	0	0
ENSG00000260643.2	2	4	4	7	9	11
ENSG00000260644.6	1	0	0	0	0	16
ENSG00000260645.1	30	24	15	17	31	61
ENSG00000260646.1	0	1	2	2	1	0
ENSG00000260647.1	0	2	1	1	2	2
ENSG00000260648.3	1	1	1	2	0	3
ENSG00000260649.1	0	0	0	0	0	0
ENSG00000260650.1	0	0	0	0	0	0
ENSG00000260651.1	0	0	0	0	0	2
ENSG00000260653.5	0	0	0	0	0	0
ENSG00000260657.2	4	1	1	5	8	4
ENSG00000260658.5	0	0	0	0	0	0
ENSG00000260659.1	0	0	0	0	0	0
ENSG00000260660.2	0	0	0	0	0	1
ENSG00000260661.1	0	0	0	0	0	0
ENSG00000260662.2	0	0	0	0	0	1
ENSG00000260664.2	0	0	0	400	300	0
ENSG00000260668.1	46	47	50	45	26	30
ENSG00000260669.2	2	1	1	2	0	0
ENSG00000260670.1	0	0	0	0	0	0
ENSG00000260671.2	11	4	18	0	0	7
ENSG00000260672.1	1	3	6	1	3	1
ENSG00000260673.1	0	0	0	0	0	0
ENSG00000260674.2	0	0	0	0	0	0
ENSG00000260675.1	0	0	0	0	0	0
ENSG00000260676.5	0	0	0	0	0	0
ENSG00000260677.1	0	0	0	0	0	0
ENSG00000260678.1	0	0	0	0	0	0
ENSG00000260679.1	0	0	0	0	0	0
ENSG00000260680.1	0	0	0	0	0	0
ENSG00000260681.1	0	0	0	0	0	0
ENSG00000260682.3	0	0	0	0	0	0
ENSG00000260683.1	0	1	0	0	0	0
ENSG00000260685.1	0	0	1	0	0	0
ENSG00000260686.1	4	11	6	36	51	17
ENSG00000260687.1	0	0	0	0	0	0
ENSG00000260688.1	0	0	0	0	0	0
ENSG00000260689.2	1	1	2	2	1	4
ENSG00000260690.1	0	0	0	0	0	0
ENSG00000260691.5	88	99	85	93	189	13
ENSG00000260693.1	4	5	3	10	20	0
ENSG00000260694.1	0	0	0	0	0	0
ENSG00000260695.1	0	0	0	0	0	0
ENSG00000260698.1	0	1	1	2	1	0
ENSG00000260701.1	0	0	0	0	0	0
ENSG00000260702.2	0	0	0	0	0	0
ENSG00000260704.1	0	0	0	0	0	0
ENSG00000260706.5	0	0	0	0	0	0
ENSG00000260708.1	149	122	163	195	151	125
ENSG00000260710.1	0	0	1	0	1	1
ENSG00000260711.2	0	0	0	0	0	0
ENSG00000260714.1	4	1	2	1	0	2
ENSG00000260715.1	0	0	0	0	0	0
ENSG00000260719.1	0	0	0	0	0	0
ENSG00000260720.1	0	0	0	0	0	0
ENSG00000260721.1	0	0	0	0	0	0
ENSG00000260722.1	0	0	0	0	0	0
ENSG00000260723.1	0	0	0	0	0	0
ENSG00000260724.1	0	0	0	0	0	0
ENSG00000260725.1	2	1	0	0	0	0
ENSG00000260726.2	0	0	0	0	0	0
ENSG00000260727.1	73	10	33	1	0	1
ENSG00000260729.1	0	0	0	0	0	0
ENSG00000260731.1	0	0	0	0	0	0
ENSG00000260733.1	0	0	0	0	0	0
ENSG00000260734.4	0	1	0	0	1	0
ENSG00000260735.1	0	0	4	4	4	8
ENSG00000260737.5	0	0	0	0	0	0
ENSG00000260738.1	0	0	0	0	0	0
ENSG00000260739.1	0	0	0	0	0	0
ENSG00000260740.2	0	0	2	0	0	0
ENSG00000260741.1	0	0	0	0	0	0
ENSG00000260742.1	9	11	12	29	16	63
ENSG00000260743.1	11	19	9	18	20	10
ENSG00000260744.1	0	0	0	1	0	0
ENSG00000260746.2	0	0	0	0	0	0
ENSG00000260747.1	421	458	423	354	322	398
ENSG00000260750.5	5	5	19	1	2	1
ENSG00000260751.2	65	44	47	53	48	52
ENSG00000260755.1	0	0	0	0	0	0
ENSG00000260756.1	0	0	0	0	0	0
ENSG00000260757.1	1	5	0	0	0	0
ENSG00000260759.1	0	0	0	0	0	0
ENSG00000260760.1	0	0	0	0	0	0
ENSG00000260761.1	2	2	0	0	0	0
ENSG00000260762.1	0	0	0	0	0	0
ENSG00000260763.1	15	19	22	0	0	0
ENSG00000260764.1	0	0	0	0	0	0
ENSG00000260765.2	1	0	0	0	0	0
ENSG00000260766.1	127	119	157	209	266	421
ENSG00000260769.1	0	0	0	0	0	0
ENSG00000260771.1	0	0	0	0	0	0
ENSG00000260772.1	0	0	0	0	0	0
ENSG00000260773.1	1	2	3	6	10	6
ENSG00000260774.1	58	35	47	53	47	45
ENSG00000260776.5	0	0	0	0	0	0
ENSG00000260777.1	13	10	22	7	1	5
ENSG00000260778.5	7	8	4	14	9	11
ENSG00000260779.1	0	0	0	0	0	0
ENSG00000260780.1	0	0	0	0	0	0
ENSG00000260781.1	1	1	1	7	0	1
ENSG00000260782.1	0	0	2	1	1	0
ENSG00000260784.1	0	0	0	0	0	0
ENSG00000260785.1	0	0	1	1	4	0
ENSG00000260786.1	0	0	0	0	0	0
ENSG00000260788.5	0	0	0	0	0	0
ENSG00000260790.1	1	0	0	1	0	0
ENSG00000260792.1	1	0	4	0	8	2
ENSG00000260793.2	24	19	22	149	237	204
ENSG00000260795.1	0	0	0	0	0	0
ENSG00000260796.1	8	7	16	4	6	3
ENSG00000260797.1	0	0	0	0	0	0
ENSG00000260798.1	0	0	0	0	0	0
ENSG00000260799.1	0	0	0	0	0	0
ENSG00000260802.1	0	0	0	0	0	0
ENSG00000260803.1	0	0	0	0	0	0
ENSG00000260804.3	9	8	7	786	429	173
ENSG00000260805.2	9	15	10	21	17	11
ENSG00000260806.1	13	6	14	32	20	13
ENSG00000260807.6	0	0	0	238	293	369
ENSG00000260808.1	0	0	0	0	0	0
ENSG00000260809.1	0	2	0	2	1	1
ENSG00000260810.1	0	0	0	0	0	0
ENSG00000260811.1	0	0	0	0	0	0
ENSG00000260812.1	0	0	0	0	0	0
ENSG00000260814.2	0	0	0	0	0	0
ENSG00000260815.3	0	0	0	1	0	0
ENSG00000260816.2	0	0	1	2	1	4
