ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
7753	"ENSG00000137804.12"	"NUSAP1"	chr15	+	41350987	41351129	41350990	41351129	41349097	41349241	7753	451,385,333	38,30,21	328,311,348	15,20,22	103	100	0.138068965876	0.563817232169	0.92,0.926,0.939	0.955,0.938,0.939	-0.016
286	"ENSG00000137822.12"	"TUBGCP4"	chr15	+	43376454	43376625	43376502	43376625	43376097	43376226	286	4,6,8	52,38,43	1,1,4	16,25,28	148	100	0.13864375708	0.564811805149	0.049,0.096,0.112	0.041,0.026,0.088	0.034
3810	"ENSG00000155957.17"	"TMBIM4"	chr12	-	66138723	66138769	66138723	66138734	66145840	66145958	3810	173,296,266	2,1,7	211,153,193	7,4,3	135	100	0.13851582071	0.564811805149	0.985,0.995,0.966	0.957,0.966,0.979	0.015
7073	"ENSG00000160948.13"	"VPS28"	chr8	-	144424945	144425051	144424945	144425000	144425682	144425772	7073	198,203,116	5,10,3	408,172,112	27,5,4	151	100	0.138735090979	0.564811805149	0.963,0.931,0.962	0.909,0.958,0.949	0.013
8297	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73796752	73797014	73796773	73797014	73795538	73795663	8297	0,1,0	53,39,38	3,5,0	76,56,61	121	100	0.138740731515	0.564811805149	0.0,0.021,0.0	0.032,0.069,0.0	-0.027
3428	"ENSG00000003147.17"	"ICA1"	chr7	-	8232589	8232755	8232589	8232752	8235909	8236005	3428	68,63,85	9,11,20	11,13,11	1,1,3	103	100	0.139406674792	0.566663307024	0.88,0.848,0.805	0.914,0.927,0.781	-0.03
7219	"ENSG00000120549.17"	"KIAA1217"	chr10	+	24531829	24531993	24531832	24531993	24527935	24528119	7219	4,3,10	2,1,0	4,1,24	1,0,6	103	100	0.13941034354	0.566663307024	0.66,0.744,1.0	0.795,1.0,0.795	-0.062
382	"ENSG00000175197.11"	"DDIT3"	chr12	-	57517268	57517542	57517268	57517438	57517705	57517753	382	233,179,95	208,103,98	31,45,21	43,51,15	204	100	0.13978217479	0.567737301149	0.354,0.46,0.322	0.261,0.302,0.407	0.055
6589	"ENSG00000160741.16"	"CRTC2"	chr1	-	153952570	153952650	153952570	153952635	153952804	153952834	6589	19,13,13	40,35,44	6,10,4	32,35,13	115	100	0.140025688418	0.568288870841	0.292,0.244,0.204	0.14,0.199,0.211	0.063
5551	"ENSG00000169231.13"	"THBS3"	chr1	-	155198408	155198737	155198408	155198602	155199803	155199856	5551	3,3,8	52,22,58	16,6,2	70,57,12	235	100	0.140179056587	0.568474021947	0.024,0.055,0.055	0.089,0.043,0.066	-0.021
2104	"ENSG00000159685.10"	"CHCHD6"	chr3	+	126852643	126852730	126852646	126852730	126733077	126733222	2104	20,8,5	138,85,88	13,3,5	52,30,32	103	100	0.140389463811	0.568890023861	0.123,0.084,0.052	0.195,0.088,0.132	-0.052
665	"ENSG00000142541.16"	"RPL13A"	chr19	+	49490126	49490297	49490231	49490297	49489849	49489922	665	43,29,20	175,87,120	15,16,20	50,32,67	205	100	0.14050572555	0.568924181122	0.107,0.14,0.075	0.128,0.196,0.127	-0.043
7725	"ENSG00000100239.15"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50418866	50418979	7725	0,2,3	34,44,35	4,4,5	83,47,56	103	100	0.141164783139	0.571154444664	0.0,0.042,0.077	0.045,0.076,0.08	-0.027
2903	"ENSG00000211455.7"	"STK38L"	chr12	+	27315217	27315350	27315288	27315350	27315014	27315117	2903	5,4,2	55,112,98	6,9,7	100,113,119	171	100	0.141646255125	0.572663327233	0.05,0.02,0.012	0.034,0.045,0.033	-0.01
7942	"ENSG00000013573.16"	"DDX11"	chr12	+	31103316	31103395	31103321	31103395	31102935	31103020	7942	48,37,53	1,0,4	31,19,28	1,3,3	105	100	0.141914688	0.573309260251	0.979,1.0,0.927	0.967,0.858,0.899	0.061
4037	"ENSG00000051825.14"	"MPHOSPH9"	chr12	-	123221371	123221895	123221371	123221723	123223037	123223127	4037	145,232,213	3,2,1	103,182,213	1,3,6	272	100	0.142353038125	0.574515548311	0.947,0.977,0.987	0.974,0.957,0.929	0.017
6666	"ENSG00000079313.13"	"REXO1"	chr19	-	1817218	1817458	1817218	1817329	1817706	1817780	6666	6,3,2	37,8,23	2,1,0	10,10,4	229	100	0.14243107225	0.574515548311	0.066,0.141,0.037	0.08,0.042,0.0	0.041
8547	"ENSG00000196531.10"	"NACA"	chr12	-	56724451	56724549	56724451	56724523	56725262	56725299	8547	337,347,212	1880,1749,1370	54,55,115	432,403,621	126	100	0.143220128419	0.577256988188	0.125,0.136,0.109	0.09,0.098,0.128	0.018
3714	"ENSG00000125912.10"	"NCLN"	chr19	+	3205831	3206026	3205938	3206026	3204572	3204751	3714	3,0,0	53,15,37	4,0,2	31,8,18	207	100	0.143559593061	0.578183521366	0.027,0.0,0.0	0.059,0.0,0.051	-0.028
7387	"ENSG00000132535.18"	"DLG4"	chr17	-	7204007	7204067	7204007	7204058	7204198	7204252	7387	30,25,29	26,20,16	102,83,11	42,54,5	109	100	0.143845577899	0.578893416472	0.514,0.534,0.624	0.69,0.585,0.669	-0.091
1631	"ENSG00000039523.19"	"FAM65A"	chr16	+	67540551	67540704	67540578	67540704	67540457	67540501	1631	0,0,1	91,72,85	4,2,1	42,52,32	127	100	0.144528037015	0.581196587874	0.0,0.0,0.009	0.07,0.029,0.024	-0.038
5438	"ENSG00000085788.13"	"DDHD2"	chr8	+	38234393	38234584	38234399	38234584	38232986	38233214	5438	94,120,109	1,1,1	89,93,74	2,6,0	106	100	0.14469183758	0.581412136384	0.989,0.991,0.99	0.977,0.936,1.0	0.019
6897	"ENSG00000100359.20"	"SGSM3"	chr22	+	40409249	40409372	40409339	40409372	40408932	40409018	6897	101,42,80	0,1,7	62,43,50	2,1,0	190	100	0.144940052475	0.581966298979	1.0,0.957,0.857	0.942,0.958,1.0	-0.029
1613	"ENSG00000018189.12"	"RUFY3"	chr4	+	70793764	70793904	70793784	70793904	70789494	70789592	1613	2,8,6	13,35,23	11,5,11	14,15,46	120	100	0.145223172086	0.582659662301	0.114,0.16,0.179	0.396,0.217,0.166	-0.109
395	"ENSG00000085433.15"	"WDR47"	chr1	-	108982608	108982785	108982608	108982779	108983281	108983451	395	2,2,1	29,34,26	5,4,10	84,92,52	106	100	0.145563726894	0.583318082874	0.061,0.053,0.035	0.053,0.039,0.154	-0.032
790	"ENSG00000078177.13"	"N4BP2"	chr4	+	40142672	40142861	40142723	40142861	40136943	40137082	790	10,13,11	0,1,0	24,28,39	4,1,0	151	100	0.145608399383	0.583318082874	1.0,0.896,1.0	0.799,0.949,1.0	0.049
7282	"ENSG00000154832.14"	"CXXC1"	chr18	-	50283264	50283361	50283264	50283324	50283514	50283564	7282	38,18,34	1,4,0	73,31,29	1,0,1	137	100	0.14633783397	0.585795456772	0.965,0.767,1.0	0.982,1.0,0.955	-0.068
1518	"ENSG00000168890.13"	"TMEM150A"	chr2	-	85601020	85601482	85601020	85601107	85601883	85602064	1518	11,5,14	0,0,0	46,38,9	2,2,0	475	100	0.146515584717	0.586062338868	1.0,1.0,1.0	0.829,0.8,1.0	0.124
5123	"ENSG00000174177.12"	"CTU2"	chr16	+	88712060	88712383	88712273	88712383	88711634	88711695	5123	3,2,6	56,36,44	3,0,1	37,21,38	313	100	0.147013587995	0.587608856259	0.017,0.017,0.042	0.025,0.0,0.008	0.014
6635	"ENSG00000125107.17"	"CNOT1"	chr16	-	58556846	58556993	58556846	58556990	58558472	58558674	6635	215,231,160	7,15,17	70,120,153	15,6,12	103	100	0.147210383355	0.587950024664	0.968,0.937,0.901	0.819,0.951,0.925	0.037
997	"ENSG00000162613.16"	"FUBP1"	chr1	-	77967048	77967101	77967048	77967098	77967626	77967666	997	65,72,80	136,163,118	43,48,85	123,119,176	103	100	0.147642813517	0.589231077243	0.317,0.3,0.397	0.253,0.281,0.319	0.054
4207	"ENSG00000076382.16"	"SPAG5"	chr17	-	28591981	28593066	28591981	28592474	28598509	28598635	4207	3226,3124,2453	17,20,11	1188,846,1143	15,4,8	692	100	0.148018528463	0.590258321269	0.965,0.958,0.97	0.92,0.968,0.954	0.017
7405	"ENSG00000130479.10"	"MAP1S"	chr19	+	17725029	17725189	17725048	17725189	17724125	17724208	7405	0,0,1	31,17,34	3,1,1	43,24,12	119	100	0.148123960834	0.590258321269	0.0,0.0,0.024	0.055,0.034,0.065	-0.043
8737	"ENSG00000198131.13"	"ZNF544"	chr19	+	58246710	58246794	58246745	58246794	58246300	58246427	8737	65,65,54	5,12,5	3,30,45	0,5,17	135	100	0.148372570659	0.590802779469	0.906,0.8,0.889	1.0,0.816,0.662	0.039
3365	"ENSG00000139697.13"	"SBNO1"	chr12	-	123345257	123345570	123345257	123345567	123348028	123348133	3365	24,25,28	30,23,21	6,9,13	9,14,18	103	100	0.148732340655	0.591788709876	0.437,0.513,0.564	0.393,0.384,0.412	0.108
1232	"ENSG00000075151.20"	"EIF4G3"	chr1	-	20950002	20950111	20950002	20950108	20969473	20969596	1232	25,26,24	35,34,44	41,57,48	54,73,34	103	100	0.149911903084	0.59603255514	0.41,0.426,0.346	0.424,0.431,0.578	-0.084
1759	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829426	144829604	144829477	144829604	144829042	144829090	1759	9,10,3	10,10,5	14,4,3	18,19,6	151	100	0.150203470428	0.59629308501	0.373,0.398,0.284	0.34,0.122,0.249	0.115
8554	"ENSG00000171163.15"	"ZNF692"	chr1	-	248857233	248857497	248857233	248857436	248857827	248857859	8554	195,143,187	2,4,3	36,39,47	1,0,0	161	100	0.150153470928	0.59629308501	0.984,0.957,0.975	0.957,1.0,1.0	-0.014
7454	"ENSG00000149292.16"	"TTC12"	chr11	+	113334947	113335037	113334965	113335037	113329919	113329979	7454	1,1,2	15,15,24	0,0,1	20,20,19	118	100	0.151210100474	0.599837962482	0.053,0.053,0.066	0.0,0.0,0.043	0.043
5839	"ENSG00000186908.14"	"ZDHHC17"	chr12	+	76815856	76816019	76815897	76816019	76815145	76815210	5839	24,41,37	5,5,4	81,85,52	12,28,7	141	100	0.151910548242	0.601711751145	0.773,0.853,0.868	0.827,0.683,0.84	0.048
8067	"ENSG00000079616.12"	"KIF22"	chr16	+	29804575	29805026	29804813	29805026	29803997	29804065	8067	541,495,503	415,321,359	210,116,232	183,61,72	338	100	0.151889417196	0.601711751145	0.278,0.313,0.293	0.253,0.36,0.488	-0.072
3743	"ENSG00000090661.11"	"CERS4"	chr19	+	8251075	8251249	8251109	8251249	8210705	8210862	3743	21,13,20	0,0,0	37,50,33	2,2,1	134	100	0.152286107912	0.602294981517	1.0,1.0,1.0	0.932,0.949,0.961	0.053
8770	"ENSG00000108523.15"	"RNF167"	chr17	+	4940872	4940993	4940922	4940993	4940486	4940726	8770	34,11,24	0,2,4	10,10,10	4,2,1	150	100	0.152283194857	0.602294981517	1.0,0.786,0.8	0.625,0.769,0.87	0.107
15	"ENSG00000068650.18"	"ATP11A"	chr13	+	112881815	112887168	112881875	112887168	112875775	112875941	15	7,5,5	7,5,3	2,2,15	2,2,1	160	100	0.15344457046	0.605514999063	0.385,0.385,0.51	0.385,0.385,0.904	-0.131
174	"ENSG00000160410.14"	"SHKBP1"	chr19	+	40578096	40578212	40578153	40578212	40577556	40577630	174	10,11,7	45,49,36	10,6,9	66,39,77	157	100	0.153264406316	0.605514999063	0.124,0.125,0.11	0.088,0.089,0.069	0.038
6335	"ENSG00000167925.15"	"GHDC"	chr17	-	42192905	42193101	42192905	42193027	42193316	42193594	6335	24,13,17	18,6,13	9,10,7	12,15,4	174	100	0.153405903134	0.605514999063	0.434,0.555,0.429	0.301,0.277,0.501	0.113
5382	"ENSG00000110697.12"	"PITPNM1"	chr11	-	67496177	67496348	67496177	67496345	67497230	67497436	5382	77,21,12	20,6,12	3,2,1	2,1,0	103	100	0.154902312673	0.610810614098	0.789,0.773,0.493	0.593,0.66,1.0	-0.066
1033	"ENSG00000177225.16"	"PDDC1"	chr11	-	770992	771212	770992	771104	771332	771426	1033	19,2,6	9,2,9	3,5,0	2,4,6	208	100	0.155412594742	0.611413818802	0.504,0.325,0.243	0.419,0.375,0.0	0.093
1324	"ENSG00000116285.12"	"ERRFI1"	chr1	-	8015307	8015400	8015307	8015384	8015494	8015692	1324	48,34,28	311,239,148	6,11,2	61,59,37	116	100	0.155480122461	0.611413818802	0.117,0.109,0.14	0.078,0.138,0.045	0.035
3329	"ENSG00000140983.13"	"RHOT2"	chr16	+	670888	671000	670891	671000	670674	670773	3329	10,2,2	51,26,22	4,0,1	20,15,18	103	100	0.155297892447	0.611413818802	0.16,0.069,0.081	0.163,0.0,0.051	0.032
7821	"ENSG00000059122.16"	"FLYWCH1"	chr16	+	2930409	2930880	2930412	2930880	2929612	2930010	7821	15,14,14	5,4,4	10,12,12	2,1,3	103	100	0.155518829574	0.611413818802	0.744,0.773,0.773	0.829,0.921,0.795	-0.085
2569	"ENSG00000204463.12"	"BAG6"	chr6	-	31643889	31643977	31643889	31643974	31644081	31644194	2569	135,26,52	24,8,6	13,17,16	2,3,1	103	100	0.155717625561	0.61156927076	0.845,0.759,0.894	0.863,0.846,0.94	-0.05
4157	"ENSG00000168374.10"	"ARF4"	chr3	-	57583897	57584032	57583897	57584007	57584383	57584464	4157	13,12,6	1025,1055,503	12,9,12	686,505,548	125	100	0.155790200891	0.61156927076	0.01,0.009,0.009	0.014,0.014,0.017	-0.006
2885	"ENSG00000119711.12"	"ALDH6A1"	chr14	-	74071194	74071660	74071194	74071497	74071895	74071974	2885	1,1,4	28,26,20	7,8,2	56,42,37	263	100	0.155985557459	0.611880893051	0.013,0.014,0.071	0.045,0.068,0.02	-0.012
7897	"ENSG00000145246.13"	"ATP10D"	chr4	+	47536685	47536938	47536730	47536938	47536436	47536564	7897	57,31,36	2,0,2	20,20,11	5,0,1	145	100	0.157559855497	0.617597175039	0.952,1.0,0.925	0.734,1.0,0.884	0.086
7178	"ENSG00000128159.11"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50222027	50222102	7178	553,209,469	1,2,2	299,296,230	0,0,0	1959	100	0.15790005633	0.618471193168	0.966,0.842,0.923	1.0,1.0,1.0	-0.09
3059	"ENSG00000168488.18"	"ATXN2L"	chr16	+	28836747	28837237	28836750	28837237	28835932	28836122	3059	7,4,7	1,6,2	3,9,5	3,0,1	103	100	0.159987294775	0.625717544279	0.872,0.393,0.773	0.493,1.0,0.829	-0.095
5134	"ENSG00000087152.15"	"ATXN7L3"	chr17	-	44196033	44196100	44196033	44196079	44196395	44196418	5134	8,9,6	58,54,48	32,12,18	132,89,90	121	100	0.159919988742	0.625717544279	0.102,0.121,0.094	0.167,0.1,0.142	-0.031
49	"ENSG00000070814.17"	"TCOF1"	chr5	+	150387901	150388088	150387942	150388088	150379531	150379732	49	327,188,276	4,1,3	19,15,52	0,1,4	141	100	0.160425102282	0.6269650664	0.983,0.993,0.985	1.0,0.914,0.902	0.048
8581	"ENSG00000197008.9"	"ZNF138"	chr7	+	64815571	64815653	64815575	64815653	64814917	64815044	8581	5,5,0	7,4,4	18,15,8	14,16,4	104	100	0.161312701789	0.629967294329	0.407,0.546,0.0	0.553,0.474,0.658	-0.244
7120	"ENSG00000197021.8"	"CXorf40B"	chrX	-	149934376	149934573	149934376	149934568	149937432	149937480	7120	9,3,1	1,3,0	7,3,2	1,0,0	105	100	0.161907765034	0.631823497278	0.896,0.488,1.0	0.87,1.0,1.0	-0.162
1247	"ENSG00000104047.14"	"DTWD1"	chr15	+	49630955	49631058	49631000	49631058	49625112	49625431	1247	2,3,1	3,9,3	5,5,4	8,7,5	145	100	0.162277073513	0.631872643513	0.315,0.187,0.187	0.301,0.33,0.356	-0.099
3741	"ENSG00000090661.11"	"CERS4"	chr19	+	8251043	8251249	8251109	8251249	8210705	8210862	3741	17,15,19	0,0,0	28,33,28	2,2,1	166	100	0.162275412927	0.631872643513	1.0,1.0,1.0	0.894,0.909,0.944	0.084
5826	"ENSG00000135454.13"	"B4GALNT1"	chr12	-	57629047	57629174	57629047	57629146	57630151	57630332	5826	6,4,5	45,56,70	7,4,1	128,103,12	128	100	0.162279649727	0.631872643513	0.094,0.053,0.053	0.041,0.029,0.061	0.023
8748	"ENSG00000186470.13"	"BTN3A2"	chr6	+	26367974	26368050	26367989	26368050	26365230	26365352	8748	6,2,3	56,51,32	4,3,5	15,26,36	115	100	0.163700648549	0.636935561758	0.085,0.033,0.075	0.188,0.091,0.108	-0.065
7181	"ENSG00000186185.13"	"KIF18B"	chr17	-	44932055	44932242	44932055	44932206	44932672	44932773	7181	48,42,64	1,0,0	35,22,29	0,1,4	136	100	0.164071756679	0.637909055445	0.972,1.0,1.0	1.0,0.942,0.842	0.063
508	"ENSG00000090905.18"	"TNRC6A"	chr16	+	24805604	24805733	24805673	24805733	24805013	24805151	508	37,51,41	0,1,3	68,91,73	3,5,2	169	100	0.165040607043	0.640742787725	1.0,0.968,0.89	0.931,0.915,0.956	0.019
843	"ENSG00000141577.13"	"CEP131"	chr17	-	81191192	81191350	81191192	81191335	81192317	81192392	843	3,0,3	14,8,9	2,1,0	10,3,8	115	100	0.165043489105	0.640742787725	0.157,0.0,0.225	0.148,0.225,0.0	0.003
8410	"ENSG00000166986.14"	"MARS"	chr12	+	57512235	57512353	57512302	57512353	57512007	57512103	8410	866,793,879	19,20,19	434,247,370	15,5,15	167	100	0.165770041174	0.643090247966	0.965,0.96,0.965	0.945,0.967,0.937	0.014
311	"ENSG00000153551.13"	"CMTM7"	chr3	+	32452065	32452473	32452391	32452473	32449453	32449552	311	16,13,6	28,28,33	5,5,69	11,2,115	426	100	0.166729256382	0.646108355956	0.118,0.098,0.041	0.096,0.37,0.123	-0.111
6230	"ENSG00000196323.12"	"ZBTB44"	chr11	-	130238443	130238556	130238443	130238553	130239811	130239896	6230	3,7,3	6,7,5	3,0,1	4,6,0	103	100	0.166792945567	0.646108355956	0.327,0.493,0.368	0.421,0.0,1.0	-0.078
2731	"ENSG00000089159.16"	"PXN"	chr12	-	120215102	120215417	120215102	120215273	120221622	120221758	2731	75,60,61	47,15,29	15,14,12	12,10,6	244	100	0.166947590912	0.646232934447	0.395,0.621,0.463	0.339,0.365,0.45	0.108
4350	"ENSG00000173818.16"	"ENDOV"	chr17	+	80425458	80425620	80425491	80425620	80425031	80425100	4350	2,0,3	22,8,15	0,0,0	8,1,4	133	100	0.167173930901	0.646634647679	0.064,0.0,0.131	0.0,0.0,0.0	0.065
2037	"ENSG00000163913.11"	"IFT122"	chr3	+	129507664	129507762	129507667	129507762	129506408	129506549	2037	2,4,6	6,13,5	4,0,3	17,11,3	103	100	0.167931250411	0.649088115142	0.244,0.23,0.538	0.186,0.0,0.493	0.111
2854	"ENSG00000008838.19"	"MED24"	chr17	-	40019784	40020010	40019784	40019933	40020272	40020353	2854	9,5,14	110,36,196	3,3,3	69,31,56	177	100	0.168724753211	0.651677743734	0.044,0.073,0.039	0.024,0.052,0.029	0.017
980	"ENSG00000078747.14"	"ITCH"	chr20	+	34393769	34393881	34393790	34393881	34369393	34369470	980	11,11,8	41,40,31	8,9,8	44,50,48	121	100	0.16931470895	0.653477984214	0.181,0.185,0.176	0.131,0.129,0.121	0.054
209	"ENSG00000186318.16"	"BACE1"	chr11	-	117293870	117294008	117293870	117293933	117295130	117295347	209	31,22,29	3,2,2	159,98,95	1,5,4	175	100	0.169729415056	0.654121544073	0.855,0.863,0.892	0.989,0.918,0.931	-0.076
5929	"ENSG00000121716.20"	"PILRB"	chr7	+	100356393	100356883	100356749	100356883	100355142	100355240	5929	75,54,73	82,54,75	74,79,47	125,74,63	456	100	0.169726099309	0.654121544073	0.167,0.18,0.176	0.115,0.19,0.141	0.026
7105	"ENSG00000085274.15"	"MYNN"	chr3	+	169778767	169779561	169778883	169779561	169774264	169774561	7105	64,88,72	2,2,0	96,82,81	3,3,2	216	100	0.170027777181	0.654793103947	0.937,0.953,1.0	0.937,0.927,0.949	0.026
2099	"ENSG00000154545.16"	"MAGED4"	chrX	+	52185831	52186132	52185921	52186132	52184911	52184965	2099	1,1,1	2,1,0	5,4,0	4,2,1	190	100	0.170526745428	0.655452753371	0.208,0.345,1.0	0.397,0.513,0.0	0.214
3584	"ENSG00000124279.11"	"FASTKD3"	chr5	-	7861582	7861773	7861582	7861652	7862822	7862997	3584	13,20,27	25,33,34	22,24,53	32,15,64	221	100	0.170377221499	0.655452753371	0.19,0.215,0.264	0.237,0.42,0.273	-0.087
3937	"ENSG00000145247.11"	"OCIAD2"	chr4	-	48904483	48904634	48904483	48904611	48906657	48906828	3937	8,7,10	519,308,351	0,0,2	1,2,139	123	100	0.170571764666	0.655452753371	0.012,0.018,0.023	0.0,0.0,0.012	0.014
6858	"ENSG00000125835.18"	"SNRPB"	chr20	-	2461633	2461939	2461633	2461793	2462635	2462761	6858	1117,704,894	61,49,69	1132,335,646	45,15,53	246	100	0.171187681644	0.657340762994	0.882,0.854,0.84	0.911,0.901,0.832	-0.023
5040	"ENSG00000169855.19"	"ROBO1"	chr3	-	78635772	78636108	78635772	78635943	78639743	78639898	5040	74,76,64	5,7,8	256,350,139	25,18,1	265	100	0.171910981946	0.659638065998	0.848,0.804,0.751	0.794,0.88,0.981	-0.084
4416	"ENSG00000144136.10"	"SLC20A1"	chr2	+	112658824	112659094	112658950	112659094	112657121	112657241	4416	529,699,715	5,8,9	472,266,441	7,2,0	226	100	0.173085976812	0.663663963416	0.979,0.975,0.972	0.968,0.983,1.0	-0.008
7400	"ENSG00000134574.11"	"DDB2"	chr11	+	47234756	47235412	47235269	47235412	47234572	47234672	7400	137,113,117	8,5,3	353,322,119	7,12,1	613	100	0.173262891298	0.663859850754	0.736,0.787,0.864	0.892,0.814,0.951	-0.09
1265	"ENSG00000153113.23"	"CAST"	chr5	+	96726753	96726859	96726793	96726859	96722638	96722698	1265	2,1,0	7,6,3	6,3,6	47,47,26	140	100	0.173511109232	0.664328455956	0.169,0.106,0.0	0.084,0.044,0.142	0.002
4278	"ENSG00000196757.7"	"ZNF700"	chr19	+	11947171	11947307	11947180	11947307	11925067	11925273	4278	3,2,5	16,14,21	0,2,2	3,18,7	109	100	0.17364392548	0.664354859197	0.147,0.116,0.179	0.0,0.093,0.208	0.047
4923	"ENSG00000167325.14"	"RRM1"	chr11	+	4121578	4121765	4121603	4121765	4119844	4119928	4923	5,8,9	279,300,263	10,13,15	354,293,384	125	100	0.173850203159	0.664662081063	0.014,0.021,0.027	0.022,0.034,0.03	-0.008
1807	"ENSG00000121064.12"	"SCPEP1"	chr17	+	56998373	56998498	56998384	56998498	56996961	56997055	1807	8,9,11	109,108,98	9,6,8	53,59,50	111	100	0.17447433422	0.666453384966	0.062,0.07,0.092	0.133,0.084,0.126	-0.04
1817	"ENSG00000100280.16"	"AP1B1"	chr22	-	29334264	29334410	29334264	29334350	29338989	29339133	1817	87,55,82	1,1,3	110,62,94	3,2,5	160	100	0.174875765085	0.666453384966	0.982,0.972,0.945	0.958,0.951,0.922	0.023
2494	"ENSG00000102805.14"	"CLN5"	chr13	+	76995842	76996127	76995901	76996127	76995062	76995228	2494	6,2,3	26,27,22	9,3,7	114,88,84	159	100	0.174904257238	0.666453384966	0.127,0.045,0.079	0.047,0.021,0.05	0.044
479	"ENSG00000090554.12"	"FLT3LG"	chr19	+	49485963	49486231	49486014	49486231	49480551	49480620	479	2,1,3	5,6,9	4,4,0	2,2,3	151	100	0.174644189105	0.666453384966	0.209,0.099,0.181	0.57,0.57,0.0	-0.217
5682	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21597960	21598095	21597960	21598064	21598399	21598502	5682	3,1,0	9,2,9	2,6,1	9,13,7	131	100	0.17495032945	0.666453384966	0.203,0.276,0.0	0.145,0.261,0.098	-0.008
3452	"ENSG00000011478.11"	"QPCTL"	chr19	+	45695436	45695718	45695632	45695718	45693412	45693556	3452	333,144,132	2,1,2	37,31,27	2,1,1	296	100	0.175256376301	0.667137547882	0.983,0.98,0.957	0.862,0.913,0.901	0.081
253	"ENSG00000100335.13"	"MIEF1"	chr22	+	39512231	39512494	39512317	39512494	39511848	39512026	253	78,44,61	16,9,22	44,30,37	15,10,16	186	100	0.176942570627	0.673070657987	0.724,0.724,0.599	0.612,0.617,0.554	0.088
476	"ENSG00000257923.9"	"CUX1"	chr7	+	102178468	102178657	102178474	102178657	102170445	102170550	476	37,28,24	4,6,2	54,46,16	9,11,4	106	100	0.177554664059	0.674912397389	0.897,0.815,0.919	0.85,0.798,0.791	0.064
6939	"ENSG00000163539.16"	"CLASP2"	chr3	-	33632291	33632374	33632291	33632371	33644756	33644903	6939	3,7,6	10,13,13	4,8,7	20,30,28	103	100	0.17821637898	0.676939967961	0.226,0.343,0.309	0.163,0.206,0.195	0.105
7353	"ENSG00000171307.18"	"ZDHHC16"	chr10	+	97455638	97455783	97455659	97455783	97454713	97454799	7353	14,9,13	20,32,27	27,11,19	100,46,45	121	100	0.178943374981	0.67872411675	0.366,0.189,0.285	0.182,0.165,0.259	0.078
8483	"ENSG00000111364.15"	"DDX55"	chr12	+	123605864	123605981	123605930	123605981	123602127	123602256	8483	5,12,13	15,7,8	5,10,12	2,1,13	166	100	0.178841648786	0.67872411675	0.167,0.508,0.495	0.601,0.858,0.357	-0.215
5926	"ENSG00000107551.20"	"RASSF4"	chr10	+	44983940	44984113	44984021	44984113	44982520	44982663	5926	17,12,24	41,12,34	9,10,7	26,29,9	181	100	0.179450518708	0.680158718896	0.186,0.356,0.281	0.161,0.16,0.301	0.067
2655	"ENSG00000148143.12"	"ZNF462"	chr9	+	106932262	106932549	106932445	106932549	106930524	106930689	2655	7,0,15	4,9,14	12,9,19	10,13,7	283	100	0.180176869184	0.681931966869	0.382,0.0,0.275	0.298,0.197,0.49	-0.109
4937	"ENSG00000119682.16"	"AREL1"	chr14	-	74669946	74670142	74669946	74670126	74670761	74670871	4937	3,0,3	17,28,30	1,1,3	77,61,53	116	100	0.180067924252	0.681931966869	0.132,0.0,0.079	0.011,0.014,0.047	0.046
6375	"ENSG00000267426.5"	"RP11-552F3.12"	chr17	-	75901711	75901920	75901711	75901916	75902019	75902154	6375	141,42,101	6,1,1	27,12,32	1,0,0	104	100	0.180316258652	0.681970308708	0.958,0.976,0.99	0.963,1.0,1.0	-0.013
5352	"ENSG00000095059.15"	"DHPS"	chr19	-	12679800	12680030	12679800	12679922	12680160	12680325	5352	19,17,9	187,118,180	28,23,6	457,251,140	208	100	0.182239942263	0.687766763505	0.047,0.065,0.023	0.029,0.042,0.02	0.015
5595	"ENSG00000061918.12"	"GUCY1B3"	chr4	+	155802212	155802579	155802440	155802579	155799876	155800074	5595	67,62,50	1,1,1	19,16,4	1,0,0	328	100	0.182158163233	0.687766763505	0.953,0.95,0.938	0.853,1.0,1.0	-0.004
6085	"ENSG00000117262.18"	"GPR89A"	chr1	+	145623592	145623714	145623612	145623714	145623053	145623160	6085	1,0,3	7,7,4	0,0,1	5,2,6	120	100	0.182119736309	0.687766763505	0.106,0.0,0.385	0.0,0.0,0.122	0.123
6959	"ENSG00000157379.13"	"DHRS1"	chr14	-	24292183	24292784	24292183	24292701	24296508	24296588	6959	51,44,36	1,2,2	79,38,42	2,0,1	183	100	0.182516107221	0.687824986927	0.965,0.923,0.908	0.956,1.0,0.958	-0.039
