ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2188	"ENSG00000152061.23"	"RABGAP1L"	chr1	+	174219124	174219295	174219124	174219184	174220971	174221164	2188	66,61,88	0,4,2	6,20,29	0,1,1	211	100	0.140025609913	0.561642875405	1.0,0.878,0.954	1.0,0.905,0.932	-0.002
2419	"ENSG00000178935.5"	"ZNF552"	chr19	-	57814532	57814913	57814710	57814913	57813293	57813420	2419	4,2,0	6,8,4	1,1,1	0,0,2	278	100	0.140269537226	0.562003002996	0.193,0.083,0.0	1.0,1.0,0.152	-0.625
134	"ENSG00000134644.15"	"PUM1"	chr1	-	30941921	30942123	30941997	30942123	30941150	30941272	134	3,4,3	109,115,67	8,5,6	103,114,119	176	100	0.141286550388	0.565456380587	0.015,0.019,0.025	0.042,0.024,0.028	-0.012
2227	"ENSG00000166169.16"	"POLL"	chr10	-	101587821	101588270	101587884	101588270	101587245	101587406	2227	5,6,5	4,2,2	7,1,3	1,2,0	163	100	0.141738027145	0.566020642903	0.434,0.648,0.605	0.811,0.235,1.0	-0.12
4342	"ENSG00000137207.11"	"YIPF3"	chr6	-	43513068	43513451	43513358	43513451	43512760	43512874	4342	657,551,433	1,5,6	576,344,215	3,0,2	390	100	0.141583175456	0.566020642903	0.994,0.966,0.949	0.98,1.0,0.965	-0.012
262	"ENSG00000105677.11"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35547118	35547240	262	407,379,268	3,2,1	378,204,138	8,0,1	321	100	0.143284820176	0.571571613087	0.977,0.983,0.988	0.936,1.0,0.977	0.012
5241	"ENSG00000129657.14"	"SEC14L1"	chr17	+	77088748	77088985	77088748	77088949	77089152	77089271	5241	6,3,2	33,20,28	3,2,0	21,17,24	136	100	0.143564599669	0.57206178185	0.118,0.099,0.05	0.095,0.08,0.0	0.031
2076	"ENSG00000021826.14"	"CPS1"	chr2	+	210519550	210519784	210519550	210519670	210556718	210556859	2076	0,6,4	3,10,4	14,19,0	11,10,1	214	100	0.144144651071	0.57249607604	0.0,0.219,0.318	0.373,0.47,0.0	-0.102
2974	"ENSG00000168538.15"	"TRAPPC11"	chr4	+	183674712	183674870	183674712	183674812	183675163	183675237	2974	6,5,0	55,77,52	1,3,1	42,62,43	158	100	0.143957101734	0.57249607604	0.065,0.039,0.0	0.015,0.03,0.015	0.015
5250	"ENSG00000013573.16"	"DDX11"	chr12	+	31102267	31102335	31102267	31102311	31102426	31102527	5250	3,4,1	59,54,68	0,0,0	48,27,40	124	100	0.144067785965	0.57249607604	0.039,0.056,0.012	0.0,0.0,0.0	0.036
4752	"ENSG00000136718.9"	"IMP4"	chr2	+	130342893	130342962	130342893	130342935	130343085	130343194	4752	16,2,1	71,4,9	0,2,0	1,0,12	127	100	0.145891379849	0.578803015157	0.151,0.282,0.08	0.0,1.0,0.0	-0.162
4994	"ENSG00000050426.15"	"LETMD1"	chr12	+	51048326	51048518	51048326	51048478	51049033	51049185	4994	8,5,9	65,44,39	1,4,9	14,13,13	140	100	0.146220219255	0.579477086308	0.081,0.075,0.142	0.049,0.18,0.331	-0.087
3963	"ENSG00000112715.21"	"VEGFA"	chr6	+	43780731	43780803	43780731	43780785	43781955	43782087	3963	63,58,36	6,11,6	106,143,27	11,8,5	118	100	0.148074755019	0.586189529641	0.899,0.817,0.836	0.891,0.938,0.821	-0.033
820	"ENSG00000187741.14"	"FANCA"	chr16	-	89799165	89799232	89799171	89799232	89798918	89799079	820	21,13,16	0,0,0	26,15,20	2,0,3	106	100	0.148707238251	0.588054870567	1.0,1.0,1.0	0.925,1.0,0.863	0.071
3283	"ENSG00000204138.12"	"PHACTR4"	chr1	+	28457831	28457859	28457831	28457855	28459084	28459258	3283	4,6,3	1,5,5	13,8,9	22,11,22	104	100	0.149341049004	0.589921413509	0.794,0.536,0.366	0.362,0.412,0.282	0.213
1409	"ENSG00000115459.17"	"ELMOD3"	chr2	+	85355554	85355896	85355554	85355598	85356966	85357252	1409	39,66,41	3,4,3	46,50,39	6,5,5	398	100	0.15039717778	0.593450335699	0.766,0.806,0.774	0.658,0.715,0.662	0.104
4874	"ENSG00000023287.12"	"RB1CC1"	chr8	-	52628031	52628168	52628040	52628168	52624716	52624787	4874	44,63,30	56,67,39	23,29,23	16,39,9	109	100	0.151061283013	0.595426419314	0.419,0.463,0.414	0.569,0.406,0.701	-0.127
1955	"ENSG00000165195.15"	"PIGA"	chrX	-	15331819	15331992	15331873	15331992	15325913	15326046	1955	18,16,9	11,8,4	12,6,28	2,1,12	154	100	0.152056067817	0.597409938859	0.515,0.565,0.594	0.796,0.796,0.602	-0.173
2372	"ENSG00000135473.14"	"PAN2"	chr12	-	56324036	56324182	56324048	56324182	56323806	56323913	2372	19,15,11	37,22,30	10,16,5	41,26,29	112	100	0.151981290252	0.597409938859	0.314,0.378,0.247	0.179,0.355,0.133	0.091
3140	"ENSG00000102984.14"	"ZNF821"	chr16	-	71867892	71868037	71867911	71868037	71864902	71865048	3140	12,12,7	12,11,6	45,25,20	32,10,12	119	100	0.152036212151	0.597409938859	0.457,0.478,0.495	0.542,0.678,0.583	-0.124
372	"ENSG00000148291.9"	"SURF2"	chr9	+	133356913	133357234	133356913	133357068	133357710	133357814	372	14,0,4	23,8,26	10,1,0	32,12,22	266	100	0.153597498873	0.602816448752	0.186,0.0,0.055	0.105,0.03,0.0	0.035
2121	"ENSG00000136247.14"	"ZDHHC4"	chr7	+	6578565	6578746	6578565	6578720	6580554	6580678	2121	12,4,5	85,95,101	33,15,12	290,202,99	126	100	0.154890352715	0.603344258546	0.101,0.032,0.038	0.083,0.056,0.088	-0.019
2190	"ENSG00000214063.10"	"TSPAN4"	chr11	+	862549	864352	862549	862741	864436	864511	2190	36,19,21	86,65,73	17,15,9	41,31,8	1711	100	0.154767629204	0.603344258546	0.024,0.017,0.017	0.024,0.028,0.062	-0.019
3355	"ENSG00000104763.18"	"ASAH1"	chr8	-	18084461	18084998	18084675	18084998	18075540	18075587	3355	5,4,10	10,7,9	8,2,1	13,9,5	314	100	0.154515106653	0.603344258546	0.137,0.154,0.261	0.164,0.066,0.06	0.087
3589	"ENSG00000182400.14"	"TRAPPC6B"	chr14	-	39159449	39159550	39159482	39159550	39158284	39158402	3589	6,8,8	45,53,52	9,9,9	25,39,53	133	100	0.153973551694	0.603344258546	0.091,0.102,0.104	0.213,0.148,0.113	-0.059
4600	"ENSG00000239665.8"	"RP11-295P9.3"	chr10	+	13652845	13653148	13652845	13652882	13654352	13654427	4600	21,17,35	1,2,1	14,13,10	0,0,0	366	100	0.154466861865	0.603344258546	0.852,0.699,0.905	1.0,1.0,1.0	-0.181
4692	"ENSG00000087206.16"	"UIMC1"	chr5	-	176969596	176969706	176969600	176969706	176968554	176969291	4692	5,6,6	59,71,60	8,4,6	46,35,35	104	100	0.154710858114	0.603344258546	0.075,0.075,0.088	0.143,0.099,0.142	-0.049
663	"ENSG00000171365.15"	"CLCN5"	chrX	+	49923406	49923741	49923406	49923482	49925170	49925314	663	19,9,18	3,3,4	7,5,8	2,1,7	359	100	0.154755869641	0.603344258546	0.638,0.455,0.556	0.494,0.582,0.241	0.111
1193	"ENSG00000132432.13"	"SEC61G"	chr7	-	54759157	54759246	54759161	54759246	54757494	54757594	1193	438,481,303	46,44,35	1621,1038,887	208,97,132	104	100	0.15522925584	0.603375124512	0.902,0.913,0.893	0.882,0.911,0.866	0.016
3643	"ENSG00000140471.16"	"LINS1"	chr15	-	100580443	100580945	100580800	100580945	100580262	100580352	3643	150,136,197	2,2,1	116,111,111	0,1,0	457	100	0.155195267094	0.603375124512	0.943,0.937,0.977	1.0,0.96,1.0	-0.034
5138	"ENSG00000140525.17"	"FANCI"	chr15	+	89247628	89247731	89247628	89247726	89258703	89258776	5138	188,157,190	29,26,42	202,161,186	33,27,17	105	100	0.155520133041	0.603861986227	0.861,0.852,0.812	0.854,0.85,0.912	-0.03
1170	"ENSG00000167721.10"	"TSR1"	chr17	-	2335259	2335394	2335307	2335394	2334471	2334896	1170	189,255,214	6,2,3	179,122,234	1,1,0	148	100	0.155944653474	0.604223386362	0.955,0.989,0.98	0.992,0.988,1.0	-0.019
5677	"ENSG00000108963.17"	"DPH1"	chr17	+	2036528	2036686	2036528	2036653	2036834	2036956	5677	62,52,57	10,10,6	46,27,51	7,4,1	133	100	0.155930962196	0.604223386362	0.823,0.796,0.877	0.832,0.835,0.975	-0.049
3335	"ENSG00000163389.10"	"POGLUT1"	chr3	+	119486832	119487036	119486832	119486932	119488928	119488987	3335	10,11,11	12,21,21	15,17,13	39,43,38	204	100	0.156686541277	0.60645342834	0.29,0.204,0.204	0.159,0.162,0.144	0.078
1789	"ENSG00000187147.17"	"RNF220"	chr1	+	44635544	44635666	44635544	44635588	44636029	44636162	1789	39,41,39	61,38,40	81,51,50	161,79,54	178	100	0.158378985243	0.612353955669	0.264,0.377,0.354	0.22,0.266,0.342	0.056
816	"ENSG00000177058.11"	"SLC38A9"	chr5	-	55711351	55711499	55711451	55711499	55697845	55697992	816	0,0,0	4,13,4	2,2,1	12,14,18	200	100	0.158919848366	0.613794244854	0.0,0.0,0.0	0.077,0.067,0.027	-0.057
4062	"ENSG00000116580.18"	"GON4L"	chr1	-	155857146	155857295	155857158	155857295	155853275	155853806	4062	32,34,24	20,28,11	28,36,29	10,22,9	112	100	0.159536003571	0.615521977799	0.588,0.52,0.661	0.714,0.594,0.742	-0.094
3622	"ENSG00000177728.16"	"TMEM94"	chr17	+	75491690	75491900	75491690	75491852	75492473	75492789	3622	28,17,19	3,2,5	48,39,26	13,13,3	148	100	0.160236553708	0.617571326448	0.863,0.852,0.72	0.714,0.67,0.854	0.066
2788	"ENSG00000095787.21"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28617656	28617784	2788	1081,1116,840	4,2,1	714,896,724	0,0,0	1777	100	0.160407729042	0.617578226069	0.938,0.969,0.979	1.0,1.0,1.0	-0.038
5692	"ENSG00000172663.8"	"TMEM134"	chr11	-	67468016	67468092	67468027	67468092	67467500	67467563	5692	7,1,3	21,12,11	1,5,1	4,3,1	111	100	0.160608274367	0.617698067871	0.231,0.07,0.197	0.184,0.6,0.474	-0.253
5126	"ENSG00000185480.11"	"PARPBP"	chr12	+	102153868	102153989	102153868	102153976	102165728	102165883	5126	4,5,3	5,11,6	4,3,3	4,3,1	113	100	0.160953300741	0.61837274447	0.415,0.287,0.307	0.469,0.469,0.726	-0.218
236	"ENSG00000073008.14"	"PVR"	chr19	+	44658741	44658900	44658741	44658765	44661291	44661323	236	114,142,102	0,10,9	106,69,26	4,3,0	235	100	0.161288838032	0.618890441485	1.0,0.858,0.828	0.919,0.907,1.0	-0.047
811	"ENSG00000147454.13"	"SLC25A37"	chr8	+	23566107	23566813	23566107	23566336	23568321	23568378	811	209,314,320	3,1,9	179,265,245	3,1,2	577	100	0.161427539729	0.618890441485	0.924,0.982,0.86	0.912,0.979,0.955	-0.027
3928	"ENSG00000108587.15"	"GOSR1"	chr17	+	30481142	30481263	30481142	30481257	30484213	30484301	3928	24,32,36	68,67,44	43,31,26	61,43,35	106	100	0.162106678369	0.620841333333	0.25,0.311,0.436	0.399,0.405,0.412	-0.073
4288	"ENSG00000168000.14"	"BSCL2"	chr11	-	62705300	62705617	62705467	62705617	62702467	62702549	4288	164,64,101	5,0,1	267,159,99	1,1,0	267	100	0.162828758587	0.622952417427	0.925,1.0,0.974	0.99,0.983,1.0	-0.025
219	"ENSG00000281398.2"	"SNHG4"	chr5	+	139278326	139278496	139278326	139278408	139279050	139279129	219	9,5,5	186,156,183	1,0,7	54,58,246	188	100	0.163344010026	0.624268616934	0.025,0.017,0.014	0.01,0.0,0.015	0.01
318	"ENSG00000054277.13"	"OPN3"	chr1	-	241604259	241604579	241604419	241604579	241597745	241597997	318	21,13,24	0,1,0	63,67,49	1,2,1	260	100	0.163951293159	0.625933418699	1.0,0.833,1.0	0.96,0.928,0.95	-0.002
229	"ENSG00000076604.14"	"TRAF4"	chr17	+	28747212	28747391	28747212	28747264	28747842	28747947	229	20,21,24	68,70,57	59,34,59	341,154,140	227	100	0.164964389524	0.629142431176	0.115,0.117,0.156	0.071,0.089,0.157	0.024
2222	"ENSG00000198830.10"	"HMGN2"	chr1	+	26473482	26473585	26473482	26473527	26473702	26473732	2222	26,27,24	213,126,88	30,35,40	168,106,175	158	100	0.165210787724	0.62942375344	0.072,0.119,0.147	0.102,0.173,0.126	-0.021
3324	"ENSG00000127463.13"	"EMC1"	chr1	-	19244738	19245030	19244905	19245030	19243949	19244015	3324	7,5,15	57,87,70	8,20,2	206,98,70	267	100	0.165879006552	0.630790747338	0.044,0.021,0.074	0.014,0.071,0.011	0.014
5156	"ENSG00000177200.16"	"CHD9"	chr16	+	53307680	53307953	53307680	53307905	53308685	53308854	5156	68,66,60	5,6,4	38,38,54	6,10,2	148	100	0.165915613466	0.630790747338	0.902,0.881,0.91	0.811,0.72,0.948	0.071
5099	"ENSG00000126709.14"	"IFI6"	chr1	-	27669232	27669346	27669244	27669346	27668457	27668535	5099	16,15,13	80,53,52	12,4,3	26,13,3	112	100	0.166131930175	0.630955226477	0.152,0.202,0.182	0.292,0.216,0.472	-0.148
2864	"ENSG00000143702.15"	"CEP170"	chr1	-	243142285	243142463	243142366	243142463	243139936	243140107	2864	114,114,161	61,59,45	79,113,111	25,49,22	181	100	0.166889743626	0.633173782789	0.508,0.516,0.664	0.636,0.56,0.736	-0.081
2946	"ENSG00000116044.15"	"NFE2L2"	chr2	-	177263402	177263800	177263528	177263800	177234004	177234271	2946	51,46,44	3,0,2	70,140,146	0,0,0	226	100	0.167237008737	0.633831739974	0.883,1.0,0.907	1.0,1.0,1.0	-0.07
2972	"ENSG00000147687.18"	"TATDN1"	chr8	-	124518741	124518881	124518817	124518881	124515886	124516030	2972	132,228,201	449,521,388	16,14,37	32,37,47	176	100	0.167830132831	0.63541917373	0.143,0.199,0.227	0.221,0.177,0.309	-0.046
399	"ENSG00000077312.8"	"SNRPA"	chr19	+	40757331	40757504	40757331	40757441	40759430	40759610	399	549,511,528	5,8,5	512,342,422	3,1,4	163	100	0.168730394274	0.638164955937	0.985,0.975,0.985	0.991,0.995,0.985	-0.009
2072	"ENSG00000116337.15"	"AMPD2"	chr1	+	109630232	109630439	109630232	109630406	109630682	109630793	2072	5,14,2	237,301,78	2,1,1	74,48,19	133	100	0.169917902344	0.640662535622	0.016,0.034,0.019	0.02,0.015,0.038	-0.001
2567	"ENSG00000156990.14"	"RPUSD3"	chr3	-	9838984	9839171	9839031	9839171	9837848	9838207	2567	12,11,4	104,63,111	1,3,3	30,23,48	147	100	0.169903493805	0.640662535622	0.073,0.106,0.024	0.022,0.081,0.041	0.02
5168	"ENSG00000110756.17"	"HPS5"	chr11	-	18321945	18322174	18322132	18322174	18311913	18312024	5168	29,49,43	4,3,4	23,19,79	3,1,2	287	100	0.169712641055	0.640662535622	0.716,0.851,0.789	0.728,0.869,0.932	-0.058
4976	"ENSG00000127419.16"	"TMEM175"	chr4	+	948115	948615	948115	948154	950420	950518	4976	25,16,32	3,8,4	35,45,36	18,18,9	561	100	0.171141939998	0.644611067389	0.598,0.263,0.588	0.257,0.308,0.416	0.156
494	"ENSG00000074416.13"	"MGLL"	chr3	-	127822308	127823185	127823083	127823185	127821693	127821838	494	80,50,61	18,12,13	79,23,127	15,4,17	875	100	0.172301086738	0.64830728818	0.337,0.323,0.349	0.376,0.397,0.461	-0.075
2552	"ENSG00000163541.11"	"SUCLG1"	chr2	-	84443220	84443400	84443283	84443400	84441246	84441459	2552	4,5,5	229,232,207	3,6,12	252,182,203	163	100	0.172612027987	0.648807684578	0.011,0.013,0.015	0.007,0.02,0.035	-0.008
4402	"ENSG00000123815.11"	"COQ8B"	chr19	-	40703368	40703622	40703540	40703622	40702599	40702693	4402	3,0,3	14,2,7	2,0,1	6,9,6	272	100	0.172888599939	0.649177997299	0.073,0.0,0.136	0.109,0.0,0.058	0.014
1535	"ENSG00000170892.10"	"TSEN34"	chr19	+	54190267	54190450	54190267	54190371	54191360	54191607	1535	56,30,27	4,1,0	28,8,9	0,0,0	179	100	0.173310815034	0.650093859685	0.887,0.944,1.0	1.0,1.0,1.0	-0.056
5408	"ENSG00000135018.13"	"UBQLN1"	chr9	-	83666349	83669327	83669184	83669327	83665029	83665145	5408	780,735,757	24,10,25	834,1069,524	50,23,21	2935	100	0.173838383007	0.650733823864	0.525,0.715,0.508	0.362,0.613,0.46	0.104
5449	"ENSG00000165626.16"	"BEND7"	chr10	-	13499738	13500080	13499777	13500080	13496765	13496888	5449	19,19,13	6,4,3	7,8,11	6,4,3	139	100	0.173766844499	0.650733823864	0.695,0.774,0.757	0.456,0.59,0.725	0.152
5344	"ENSG00000079616.12"	"KIF22"	chr16	+	29796892	29797093	29796892	29797088	29798373	29798501	5344	40,17,25	724,447,504	17,6,5	182,90,103	105	100	0.174135143701	0.651176137368	0.05,0.035,0.045	0.082,0.06,0.044	-0.019
281	"ENSG00000182919.14"	"C11orf54"	chr11	+	93741962	93742094	93741962	93742066	93747296	93747448	281	9,5,8	2,0,2	2,4,1	0,0,1	128	100	0.174552642031	0.652068578735	0.779,1.0,0.758	1.0,1.0,0.439	0.033
79	"ENSG00000105223.19"	"PLD3"	chr19	+	40365552	40365930	40365552	40365585	40366418	40366510	79	203,140,126	4,12,1	258,150,92	20,4,5	445	100	0.174804038566	0.652339329183	0.919,0.724,0.966	0.744,0.894,0.805	0.055
197	"ENSG00000198826.10"	"ARHGAP11A"	chr15	+	32629594	32629762	32629594	32629675	32632978	32633108	197	430,529,366	9,16,15	232,240,310	13,14,7	187	100	0.175235346318	0.65261294451	0.962,0.946,0.929	0.905,0.902,0.959	0.024
739	"ENSG00000204634.12"	"TBC1D8"	chr2	-	101090208	101090364	101090253	101090364	101059420	101059539	739	1,0,4	11,13,20	1,0,1	18,8,3	145	100	0.175197803948	0.65261294451	0.059,0.0,0.121	0.037,0.0,0.187	-0.015
1999	"ENSG00000131470.14"	"PSMC3IP"	chr17	-	42573818	42574210	42574098	42574210	42573477	42573623	1999	26,31,34	33,41,32	50,48,28	95,49,54	380	100	0.175613700704	0.652875536149	0.172,0.166,0.219	0.122,0.205,0.12	0.037
3151	"ENSG00000108591.9"	"DRG2"	chr17	+	18099632	18099723	18099632	18099715	18100362	18100435	3151	26,18,21	0,0,1	24,21,33	2,1,1	108	100	0.175663988196	0.652875536149	1.0,1.0,0.951	0.917,0.951,0.968	0.038
442	"ENSG00000139631.18"	"CSAD"	chr12	-	53171272	53171441	53171325	53171441	53170422	53170502	442	4,7,3	2,2,4	3,3,1	6,2,1	153	100	0.17834913139	0.661506544301	0.567,0.696,0.329	0.246,0.495,0.395	0.152
4818	"ENSG00000177479.19"	"ARIH2"	chr3	+	48924717	48924971	48924717	48924839	48927461	48927813	4818	18,21,19	35,43,51	18,18,9	26,22,20	232	100	0.178172805468	0.661506544301	0.181,0.174,0.138	0.23,0.261,0.162	-0.053
1289	"ENSG00000095539.15"	"SEMA4G"	chr10	+	100980821	100980997	100980821	100980982	100981167	100981229	1289	17,31,10	9,13,11	22,21,4	6,4,4	115	100	0.178694910021	0.662115489773	0.622,0.675,0.442	0.761,0.82,0.465	-0.102
4100	"ENSG00000183696.13"	"UPP1"	chr7	+	48101823	48101982	48101823	48101870	48103296	48103411	4100	23,190,11	0,6,4	12,14,6	3,0,0	212	100	0.179363085866	0.663916559459	1.0,0.937,0.565	0.654,1.0,1.0	-0.051
4420	"ENSG00000101158.13"	"NELFCD"	chr20	+	58993623	58993764	58993623	58993675	58994109	58994239	4420	344,371,358	5,12,8	479,288,438	12,13,14	189	100	0.179858886081	0.66507657064	0.973,0.942,0.959	0.955,0.921,0.943	0.018
3987	"ENSG00000105197.10"	"TIMM50"	chr19	+	39482884	39482963	39482884	39482916	39483134	39483156	3987	3,5,5	113,85,65	6,1,0	109,52,69	147	100	0.180311218038	0.665399494905	0.018,0.038,0.05	0.036,0.013,0.0	0.019
4993	"ENSG00000050426.15"	"LETMD1"	chr12	+	51048317	51048478	51048317	51048371	51049033	51049185	4993	134,81,101	5,4,1	23,19,34	1,1,5	207	100	0.180189698923	0.665399494905	0.928,0.907,0.98	0.917,0.902,0.767	0.076
4964	"ENSG00000223960.6"	"AC009948.5"	chr2	+	178426365	178426703	178426365	178426661	178430769	178430889	4964	3,2,8	4,7,4	3,3,3	1,5,0	142	100	0.184699640128	0.680904841159	0.346,0.168,0.585	0.679,0.297,1.0	-0.292
3501	"ENSG00000171552.12"	"BCL2L1"	chr20	-	31721654	31722348	31721843	31722348	31664451	31666086	3501	547,628,415	11,3,5	664,240,107	1,6,1	289	100	0.185489669712	0.683126601788	0.945,0.986,0.966	0.996,0.933,0.974	-0.002
4995	"ENSG00000050426.15"	"LETMD1"	chr12	+	51048326	51048518	51048326	51048371	51049033	51049185	4995	77,42,71	5,4,1	10,10,30	1,1,5	247	100	0.186111583037	0.684227862947	0.862,0.81,0.966	0.802,0.802,0.708	0.109
987	"ENSG00000258890.6"	"CEP95"	chr17	+	64530925	64531022	64530925	64531018	64531889	64532022	987	18,10,21	28,42,30	23,28,26	28,33,47	104	100	0.186164026342	0.684227862947	0.382,0.186,0.402	0.441,0.449,0.347	-0.089
3045	"ENSG00000125877.12"	"ITPA"	chr20	+	3213318	3213426	3213318	3213383	3213984	3214058	3045	5,4,0	142,123,129	10,4,2	227,81,125	143	100	0.187122955326	0.68705971311	0.024,0.022,0.0	0.03,0.033,0.011	-0.009
4448	"ENSG00000130669.17"	"PAK4"	chr19	+	39168229	39168312	39168229	39168302	39169531	39169757	4448	27,9,6	31,6,10	3,2,0	3,3,3	110	100	0.187684809214	0.688429390739	0.442,0.577,0.353	0.476,0.377,0.0	0.173
1982	"ENSG00000183077.15"	"AFMID"	chr17	+	78205602	78205753	78205602	78205738	78205945	78206050	1982	3,2,9	4,12,2	1,1,7	0,1,4	115	100	0.18909516212	0.692209800291	0.395,0.127,0.796	1.0,0.465,0.603	-0.25
654	"ENSG00000044090.8"	"CUL7"	chr6	-	43052112	43052796	43052208	43052796	43051611	43051763	654	201,163,72	106,95,64	2,0,13	0,1,28	196	100	0.188926616011	0.692209800291	0.492,0.467,0.365	1.0,0.0,0.192	0.044
1913	"ENSG00000143569.18"	"UBAP2L"	chr1	+	154234590	154234759	154234590	154234738	154235195	154235291	1913	466,474,393	9,8,10	302,297,322	6,3,4	121	100	0.189712505084	0.692384177714	0.977,0.98,0.97	0.977,0.988,0.985	-0.008
2294	"ENSG00000198901.13"	"PRC1"	chr15	-	90969446	90969623	90969523	90969623	90969078	90969120	2294	552,349,459	24,12,19	236,187,206	18,8,10	177	100	0.189536529326	0.692384177714	0.929,0.943,0.932	0.881,0.93,0.921	0.024
572	"ENSG00000105221.16"	"AKT2"	chr19	-	40236256	40238091	40237968	40238091	40235889	40236104	572	511,331,213	6,1,0	578,461,215	3,1,0	1812	100	0.189335067439	0.692384177714	0.825,0.948,1.0	0.914,0.962,1.0	-0.034
2543	"ENSG00000112855.14"	"HARS2"	chr5	+	140691794	140692017	140691794	140691937	140693590	140693665	2543	14,15,12	2,2,0	5,2,5	0,0,0	180	100	0.190255855405	0.692979868938	0.795,0.806,1.0	1.0,1.0,1.0	-0.133
978	"ENSG00000181555.20"	"SETD2"	chr3	-	47080800	47081083	47080915	47081083	47067069	47067118	978	21,15,13	2,3,2	17,12,12	3,5,3	215	100	0.190174680063	0.692979868938	0.83,0.699,0.751	0.725,0.527,0.65	0.126
2841	"ENSG00000110344.9"	"UBE4A"	chr11	+	118372506	118372687	118372506	118372666	118373085	118373288	2841	0,2,3	39,39,33	4,5,1	55,48,30	121	100	0.191588433375	0.697137153778	0.0,0.041,0.07	0.057,0.079,0.027	-0.017
1641	"ENSG00000104859.14"	"CLASRP"	chr19	+	45068014	45068058	45068014	45068054	45068419	45068480	1641	11,9,7	17,13,13	10,18,8	16,6,11	104	100	0.192014300902	0.697990170577	0.384,0.4,0.341	0.375,0.743,0.412	-0.135
4896	"ENSG00000108465.14"	"CDK5RAP3"	chr17	+	47975513	47975653	47975513	47975638	47975868	47976013	4896	115,103,94	2,0,0	116,97,71	3,2,3	115	100	0.192303500258	0.698345181216	0.98,1.0,1.0	0.971,0.977,0.954	0.026
3920	"ENSG00000088179.8"	"PTPN4"	chr2	+	119915178	119916690	119915178	119915242	119920068	119920241	3920	9,15,11	13,23,8	19,48,30	32,35,23	1548	100	0.193141388327	0.700690051582	0.043,0.04,0.082	0.037,0.081,0.078	-0.01
556	"ENSG00000111445.13"	"RFC5"	chr12	+	118017689	118017852	118017689	118017815	118019071	118019136	556	0,4,8	17,17,10	0,4,3	2,1,2	137	100	0.193336996937	0.700702475976	0.0,0.147,0.369	0.0,0.745,0.523	-0.251
2213	"ENSG00000132600.16"	"PRMT7"	chr16	+	68311055	68311111	68311055	68311099	68315896	68316074	2213	1,2,4	14,24,20	4,0,10	27,9,25	112	100	0.193816954918	0.701744406784	0.06,0.069,0.152	0.117,0.0,0.263	-0.033
887	"ENSG00000104852.14"	"SNRNP70"	chr19	+	49102113	49102185	49102113	49102173	49104633	49104735	887	8,2,2	1,8,3	0,4,6	14,6,6	112	100	0.195611775097	0.707540210321	0.877,0.182,0.373	0.0,0.373,0.472	0.196
2863	"ENSG00000143702.15"	"CEP170"	chr1	-	243142315	243142463	243142366	243142463	243139936	243140107	2863	68,73,156	61,59,45	76,80,76	25,49,22	151	100	0.196044702208	0.708403354064	0.425,0.45,0.697	0.668,0.52,0.696	-0.104
2827	"ENSG00000178922.16"	"HYI"	chr1	-	43451409	43451544	43451427	43451544	43451002	43451311	2827	32,10,33	53,24,55	2,2,0	5,1,3	118	100	0.197142566605	0.711665146378	0.338,0.261,0.337	0.253,0.629,0.0	0.018
4001	"ENSG00000141644.17"	"MBD1"	chr18	-	50279875	50280017	50279882	50280017	50277089	50277204	4001	2,1,1	17,9,31	0,0,2	48,23,12	107	100	0.197619124212	0.712679848543	0.099,0.094,0.029	0.0,0.0,0.135	0.029
2331	"ENSG00000170445.12"	"HARS"	chr5	-	140679001	140679127	140679061	140679127	140677907	140678015	2331	373,392,383	4,2,2	399,224,253	7,1,4	160	100	0.198337661138	0.714564340424	0.983,0.992,0.992	0.973,0.993,0.975	0.009
2126	"ENSG00000141552.17"	"ANAPC11"	chr17	+	81894466	81894624	81894466	81894586	81899919	81900254	2126	6,3,15	546,194,336	5,1,1	277,146,93	138	100	0.198581656709	0.714737137573	0.008,0.011,0.031	0.013,0.005,0.008	0.008
882	"ENSG00000132323.8"	"ILKAP"	chr2	-	238189852	238189972	238189858	238189972	238188130	238188257	882	87,88,86	2,3,1	115,70,101	7,2,2	106	100	0.200112987271	0.719538413797	0.976,0.965,0.988	0.939,0.971,0.979	0.013
37	"ENSG00000157184.6"	"CPT2"	chr1	+	53210014	53211369	53210014	53211319	53213263	53214170	37	2,0,1	13,18,12	3,2,4	57,38,33	150	100	0.201379371587	0.723378511139	0.093,0.0,0.053	0.034,0.034,0.075	0.001
1804	"ENSG00000266173.6"	"STRADA"	chr17	-	63728333	63728413	63728357	63728413	63714005	63714108	1804	40,63,41	12,18,14	72,46,50	16,8,13	124	100	0.202160665763	0.725470263161	0.729,0.738,0.703	0.784,0.823,0.756	-0.064
406	"ENSG00000133195.11"	"SLC39A11"	chr17	-	72947527	72947875	72947751	72947875	72849633	72849804	406	6,2,5	16,13,19	2,0,2	6,6,4	324	100	0.202822333242	0.727129033432	0.104,0.045,0.075	0.093,0.0,0.134	-0.001
